City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,riohacha,11.5444,-72.9072,25.67,74,26,5.65,CO,1681960558
367,floriano,-6.7669,-43.0225,24.84,81,100,1.01,BR,1681960559
368,guarapari,-20.6667,-40.4975,25.5,93,100,2.57,BR,1681960336
369,iquique,-20.2208,-70.1431,19.02,81,75,0.51,CL,1681960480
370,tobruk,32.0836,23.9764,15.03,74,0,4.7,LY,1681960559
371,ambovombe,-25.1667,46.0833,20.72,90,19,2.14,MG,1681960559
372,carnot,4.9409,15.8665,22.04,87,81,1.3,CF,1681960560
373,pointe-noire,-4.7761,11.8635,27.19,86,92,2.21,CG,1681960560
374,iturama,-19.7281,-50.1956,18.26,79,100,2.93,BR,1681960560
375,ust'-kulom,61.6864,53.6902,0.46,93,83,2.08,RU,1681960560
376,amahai,-3.3333,128.9167,29.47,70,16,2.16,ID,1681960561
377,ancaster,43.2257,-79.9767,7.07,71,99,0.45,CA,1681960386
378,ippy,6.2679,21.2247,23.84,68,85,0.97,CF,1681960561
379,kostomuksha,64.571,30.5767,0.7,100,100,2.8,RU,1681960561
380,sao joao da barra,-21.6403,-41.0511,22.93,91,100,2.52,BR,1681960562
381,cameta,-2.2444,-49.4958,24.62,89,100,1.02,BR,1681960562
382,ulladulla,-35.35,150.4667,17.65,63,97,3.17,AU,1681960563
383,kuje,8.8796,7.2272,25.63,73,100,1.46,NG,1681960563
384,prainha,-1.8,-53.48,22.96,92,83,1.1,BR,1681960535
385,vargashi,55.3556,65.8467,3.42,40,0,4.36,RU,1681960564
386,codrington,-38.2667,141.9667,17.87,67,78,5.41,AU,1681960564
387,palu,-0.8917,119.8707,33.42,54,30,1.33,ID,1681960565
388,new norfolk,-42.7826,147.0587,17.72,80,100,1.79,AU,1681960531
389,fortaleza,-3.7227,-38.5247,27.9,89,40,1.54,BR,1681960565
390,kudahuvadhoo,2.6708,72.8944,28.55,71,99,0.99,MV,1681960566
391,chinchilla,-26.75,150.6333,25.81,34,1,4.71,AU,1681960566
392,kakching,24.4833,93.9833,27.88,33,0,1.87,IN,1681960567
393,yemetsk,63.4721,41.7941,0.69,99,100,2.0,RU,1681960567
394,richards bay,-28.783,32.0377,18.81,88,0,5.71,ZA,1681960568
395,ribeira brava,32.65,-17.0667,18.89,83,96,2.24,PT,1681960568
396,ak'ordat,15.5486,37.8867,23.72,50,5,1.63,ER,1681960568
397,bubaque,11.2833,-15.8333,25.09,74,13,5.79,GW,1681960568
398,yuci,37.6803,112.7319,20.86,40,5,5.0,CN,1681960569
399,toliara,-23.35,43.6667,23.81,70,0,2.64,MG,1681960569
400,funafuti,-8.5243,179.1942,31.0,79,75,1.03,TV,1681960570
401,qarazhal,48.0078,70.7903,4.97,56,17,2.99,KZ,1681960571
402,malango,-2.9627,119.9001,27.52,67,63,1.65,ID,1681960571
403,aasiaat,68.7098,-52.8699,-17.78,99,41,1.33,GL,1681960572
404,preobrazheniye,42.9019,133.9064,11.48,71,100,4.81,RU,1681960572
405,san juan colorado,16.4586,-97.9536,23.7,79,37,1.07,MX,1681960573
406,san julian,21.0167,-102.1667,21.17,19,96,4.23,MX,1681960573
407,rabo de peixe,37.8,-25.5833,13.73,62,40,3.6,PT,1681960574
408,cuxhaven,53.8718,8.6909,7.11,53,75,8.23,DE,1681960574
409,mastic beach,40.7668,-72.8521,9.66,79,0,0.0,US,1681960574
410,kiunga,-6.1219,141.2906,33.41,50,87,0.85,PG,1681960575
411,mitu,1.1983,-70.1733,22.95,96,77,0.73,CO,1681960575
412,ugoofaaru,5.6667,73.0,28.04,75,98,1.13,MV,1681960575
413,baranchinskiy,58.1617,59.6991,3.72,56,47,0.75,RU,1681960576
414,oriximina,-1.7656,-55.8661,23.98,90,99,1.57,BR,1681960576
415,kenai,60.5544,-151.2583,9.05,56,0,4.63,US,1681960576
416,san jose de las matas,19.3391,-70.9382,22.64,87,65,1.66,DO,1681960577
417,antofagasta,-23.65,-70.4,16.6,85,51,0.6,CL,1681960328
418,istaravshan,39.9142,69.0033,8.49,49,2,0.57,TJ,1681960577
419,baklan,37.9769,29.6086,5.16,84,98,1.72,TR,1681960578
420,ubari,26.5921,12.7805,20.17,19,9,5.11,LY,1681960578
421,salalah,17.0151,54.0924,27.05,74,40,1.54,OM,1681960579
422,taupo,-38.6833,176.0833,18.04,74,95,0.42,NZ,1681960579
423,cabo san lucas,22.8909,-109.9124,24.17,63,75,4.12,MX,1681960579
424,bocas del toro,9.3333,-82.25,26.11,74,21,1.34,PA,1681960579
425,ancud,-41.8697,-73.8203,12.04,96,99,1.55,CL,1681960471
426,popondetta,-8.7537,148.2534,28.43,80,52,2.72,PG,1681960580
427,karachi,24.9056,67.0822,26.9,69,47,4.12,PK,1681960458
428,nakamura,32.9833,132.9333,21.56,62,100,2.72,JP,1681960307
429,rio gallegos,-51.6226,-69.2181,8.21,64,43,10.09,AR,1681960482
430,lecheng,25.1238,113.3254,28.16,68,33,0.31,CN,1681960582
431,tromso,69.6496,18.957,5.21,93,75,1.54,NO,1681960582
432,fortuna,40.5982,-124.1573,9.81,70,20,1.95,US,1681960582
433,tvoroyri,61.5556,-6.8111,8.07,83,5,4.41,FO,1681960583
434,tirebolu,41.0069,38.8139,12.17,97,100,1.15,TR,1681960583
435,shohimardon,39.9839,71.8028,8.43,62,89,1.1,UZ,1681960584
436,greymouth,-42.4667,171.2,17.19,59,86,0.94,NZ,1681960584
437,okha,53.5739,142.9478,1.29,78,68,0.82,RU,1681960585
438,vilyuysk,63.7553,121.6247,-1.2,83,97,3.82,RU,1681960586
439,piti village,13.4626,144.6933,30.03,74,81,7.82,GU,1681960586
440,sovetsk,55.0839,21.8785,6.94,85,27,4.45,RU,1681960587
441,al ghayzah,16.2079,52.176,26.93,69,0,3.48,YE,1681960587
442,gamba,-2.65,10.0,24.61,94,100,1.85,GA,1681960588
443,kwadukuza,-29.3282,31.2895,10.94,42,0,2.88,ZA,1681960588
444,san antonio de pale,-1.4014,5.6325,27.82,80,100,3.61,GQ,1681960589
445,amuntai,-2.4177,115.2494,32.91,57,9,0.94,ID,1681960589
446,brisas de zicatela,15.8369,-97.0419,28.29,74,0,3.09,MX,1681960590
447,ha tinh,18.3333,105.9,34.66,51,4,2.13,VN,1681960590
448,al hazm,16.1641,44.7769,25.63,42,37,4.65,YE,1681960590
449,tut,37.7953,37.9161,10.52,87,96,0.56,TR,1681960590
450,la reforma,25.0833,-108.05,20.8,82,91,0.14,MX,1681960591
451,holualoa,19.6228,-155.9522,23.91,88,75,6.17,US,1681960393
452,usogorsk,63.4106,48.6872,-0.25,96,100,3.02,RU,1681960591
453,timbuktu,16.7735,-3.0074,29.67,16,75,3.67,ML,1681960592
454,aldan,58.6031,125.3894,-3.43,87,100,4.14,RU,1681960592
455,cahors,44.4167,1.3333,8.09,78,0,0.95,FR,1681960592
456,isla mujeres,21.2311,-86.731,27.03,80,9,5.01,MX,1681960593
457,mahina,-17.5065,-149.489,28.87,74,75,6.69,PF,1681960593
458,arapgir,39.0412,38.4952,10.11,92,100,1.69,TR,1681960593
459,kuta,-8.7233,115.1723,30.0,79,75,7.2,ID,1681960594
460,cromwell,41.5951,-72.6454,6.76,72,72,3.24,US,1681960594
461,hilo,19.7297,-155.09,24.6,92,100,4.63,US,1681960594
462,kinablangan,7.6947,126.5503,29.64,67,34,2.07,PH,1681960595
463,tazacorte,28.629,-17.9293,18.54,84,100,2.57,ES,1681960595
464,mankono,8.0586,-6.1897,23.31,77,100,2.85,CI,1681960595
465,cooma,-36.2333,149.1333,15.11,56,85,0.83,AU,1681960596
466,suomussalmi,64.8869,28.9078,0.36,99,100,2.11,FI,1681960596
467,gubkinskiy,64.434,76.5026,-7.8,86,71,2.64,RU,1681960596
468,razgrad,43.5333,26.5167,8.7,91,98,4.3,BG,1681960597
469,khovd,48.0056,91.6419,0.99,20,0,3.82,MN,1681960597
470,nuku'alofa,-21.1333,-175.2,24.19,94,75,6.17,TO,1681960597
471,robertsport,6.7533,-11.3686,25.93,86,100,5.15,LR,1681960597
472,sao geraldo do araguaia,-6.4006,-48.555,23.0,97,100,0.1,BR,1681960598
473,maintirano,-18.0667,44.0167,24.41,89,7,2.5,MG,1681960598
474,lhasa,29.65,91.1,10.99,40,100,1.86,CN,1681960599
475,daru,-9.0763,143.2092,28.41,75,31,3.67,PG,1681960599
476,troitsko-pechorsk,62.7084,56.1964,1.06,97,99,2.14,RU,1681960599
477,emerald,-23.5333,148.1667,26.86,54,8,3.39,AU,1681960599
478,mount gambier,-37.8333,140.7667,16.57,72,100,3.71,AU,1681960599
479,jincheng,35.5022,112.8328,25.29,49,0,5.09,CN,1681960600
480,coquimbo,-29.9533,-71.3436,12.85,87,0,1.03,CL,1681960267
481,srivardhan,18.0333,73.0167,29.33,66,81,1.37,IN,1681960600
482,vetluzhskiy,58.3902,45.4654,5.02,62,56,0.75,RU,1681960600
483,kapa'a,22.0752,-159.319,25.99,74,100,2.24,US,1681960600
484,lavras,-21.2453,-44.9997,15.49,94,97,1.79,BR,1681960601
485,nagqu,31.5,92.0,6.38,20,100,6.23,CN,1681960601
486,ketchikan,55.3422,-131.6461,6.26,87,100,2.06,US,1681960601
487,kawambwa,-9.7915,29.0791,15.31,96,26,2.65,ZM,1681960602
488,usinsk,65.9939,57.5281,-0.98,95,100,6.8,RU,1681960602
489,axim,4.8699,-2.2405,25.93,86,100,2.1,GH,1681960602
490,zaozersk,69.4005,32.4476,2.47,99,100,7.45,RU,1681960602
491,ixtapa,20.7,-105.2,23.57,83,40,3.6,MX,1681960603
492,isangel,-19.55,169.2667,30.06,79,75,1.54,VU,1681960603
493,new shagunnu,10.3396,4.4688,28.23,62,92,2.35,NG,1681960603
494,sao francisco de assis,-29.5503,-55.1311,9.23,79,1,1.41,BR,1681960603
495,prince albert,53.2001,-105.7677,-2.03,86,100,5.66,CA,1681960603
496,wajir,1.7471,40.0573,24.95,82,31,4.83,KE,1681960603
497,tindouf,27.6711,-8.1474,15.85,64,34,8.98,DZ,1681960604
498,rusera,25.75,86.0333,37.06,12,0,3.53,IN,1681960604
499,saraqib,35.8645,36.8059,15.61,73,46,0.79,SY,1681960604
500,akobo,7.4344,3.9497,23.25,93,100,1.62,NG,1681960604
501,cheremushki,52.8356,91.3944,-3.52,73,100,3.54,RU,1681960604
502,campos gerais,-21.235,-45.7586,15.24,95,99,1.96,BR,1681960605
503,balpyk bi,44.8947,78.2083,6.54,34,2,3.9,KZ,1681960605
504,luchegorsk,46.4764,134.2569,15.46,39,100,8.69,RU,1681960605
505,hillsborough,37.5741,-122.3794,13.06,67,20,9.26,US,1681960605
506,gijon,43.5357,-5.6615,12.36,96,44,0.89,ES,1681960605
507,ellsworth,44.5434,-68.4195,5.36,79,75,2.06,US,1681960568
508,manggar,-2.8833,108.2667,29.66,69,96,2.37,ID,1681960606
509,likisa,-8.6695,125.6875,22.64,68,26,0.93,TL,1681960606
510,souillac,-20.5167,57.5167,26.21,78,40,4.63,MU,1681960606
511,santa cruz cabralia,-16.2781,-39.0247,27.13,89,20,4.63,BR,1681960606
512,choyr,46.3611,108.3611,2.32,13,3,2.6,MN,1681960606
513,ringkobing,56.0901,8.244,4.45,60,0,6.19,DK,1681960607
514,grand falls-windsor,48.9332,-55.6649,2.5,93,100,0.45,CA,1681960428
515,xinyuan,37.3,99.0,6.37,52,84,2.72,CN,1681960607
516,santa elena de uairen,4.6167,-61.1333,22.55,72,91,0.52,VE,1681960609
517,senekal,-28.3197,27.6208,11.56,40,10,1.21,ZA,1681960609
518,talcahuano,-36.7167,-73.1167,12.82,94,0,3.09,CL,1681960609
519,achacachi,-16.05,-68.6833,6.0,86,12,3.84,BO,1681960610
520,veraval,20.9,70.3667,28.21,58,6,7.24,IN,1681960610
521,gizo,-8.103,156.8419,27.96,65,17,1.23,SB,1681960610
522,kamaishi,39.2667,141.8833,16.87,53,9,6.56,JP,1681960610
523,marang,5.2056,103.2059,32.95,69,100,1.25,MY,1681960610
524,zuni pueblo,35.0725,-108.8506,9.35,17,0,8.85,US,1681960610
525,kedougou,12.5579,-12.1743,33.32,25,0,3.09,SN,1681960611
526,dhidhdhoo,6.8833,73.1,28.32,75,62,1.32,MV,1681960611
527,thames,-37.1333,175.5333,22.21,67,65,2.98,NZ,1681960612
528,chagoda,59.164,35.3285,2.15,96,62,1.66,RU,1681960612
529,jovellanos,22.8044,-81.1944,21.19,84,50,2.34,CU,1681960503
530,walvis bay,-22.9575,14.5053,14.49,67,0,7.51,NA,1681960612
531,guigang,23.0964,109.6092,29.59,66,37,3.02,CN,1681960612
532,den helder,52.9599,4.7593,9.42,77,20,7.6,NL,1681960612
533,katsuura,35.1333,140.3,20.23,76,100,5.84,JP,1681960613
534,kajaani,64.2273,27.7285,0.03,86,0,1.54,FI,1681960351
535,la'ie,21.6477,-157.9253,28.12,61,17,1.79,US,1681960613
536,abadan,30.3392,48.3043,19.97,64,0,2.06,IR,1681960613
537,grand baie,-20.0182,57.5802,26.36,75,9,2.68,MU,1681960613
538,urangan,-25.3,152.9,25.67,60,34,9.27,AU,1681960613
539,port macquarie,-31.4333,152.9167,23.27,57,73,5.5,AU,1681960514
540,humaita,-7.5061,-63.0208,23.65,97,44,0.77,BR,1681960614
541,alakurtti,66.9672,30.3491,1.69,100,100,1.48,RU,1681960614
542,quellon,-43.1167,-73.6167,12.14,100,100,0.0,CL,1681960615
543,wenchang,30.904,118.4887,26.27,54,7,5.17,CN,1681960615
544,palatka,29.6486,-81.6376,20.98,83,87,1.6,US,1681960561
545,tera,14.0078,0.7531,30.5,8,85,2.81,NE,1681960615
546,tan-tan,28.438,-11.1032,16.64,92,68,4.94,MA,1681960615
547,ulaangom,49.9811,92.0667,-0.44,31,98,3.36,MN,1681960615
548,anar darah,32.7587,61.654,11.72,26,0,4.53,AF,1681960616
549,sebring,27.4956,-81.4409,21.05,71,40,2.68,US,1681960616
550,carnarvon,-24.8667,113.6333,27.39,36,32,6.53,AU,1681960407
551,yelizovo,53.1873,158.3805,8.08,49,75,6.0,RU,1681960616
552,revda,56.801,59.9303,2.3,87,100,1.16,RU,1681960616
553,yanggu,36.1106,115.7753,25.82,56,50,2.45,CN,1681960616
554,birobidzhan,48.8,132.95,9.45,62,90,8.8,RU,1681960616
555,madalena,41.2162,-8.3345,13.32,86,45,0.48,PT,1681960617
556,sola,-13.8833,167.55,30.37,74,40,1.54,VU,1681960617
557,lolodorf,3.2333,10.7333,21.78,99,100,0.48,CM,1681960617
558,chhor,25.5167,69.7667,28.45,43,4,3.99,PK,1681960617
559,shizuishan,39.2333,106.7694,13.17,18,99,2.29,CN,1681960617
560,mogila,41.1083,21.3786,8.0,89,62,0.57,MK,1681960618
561,salekhard,66.53,66.6019,-6.02,90,100,2.01,RU,1681960618
562,kingscliff,-28.2667,153.5667,24.95,50,100,5.14,AU,1681960618
563,inhambane,-23.865,35.3833,19.09,86,0,2.54,MZ,1681960618
564,lucaya,26.5333,-78.6667,23.48,74,29,8.01,BS,1681960618
565,rikaze,29.25,88.8833,9.92,29,6,1.91,CN,1681960618
566,sandviken,60.6167,16.7667,3.18,82,9,1.56,SE,1681960619
567,porto santo stefano,42.4338,11.1237,7.79,90,14,4.19,IT,1681960619
568,pontevedra,42.431,-8.6444,15.01,95,76,1.1,ES,1681960598
569,sao gabriel da cachoeira,-0.1303,-67.0892,25.07,83,95,1.12,BR,1681960619
570,trairi,-3.2778,-39.2689,24.27,92,100,1.56,BR,1681960393
571,afif,23.9065,42.9172,19.97,67,6,0.62,SA,1681960620
572,jiwani,25.05,61.7417,25.71,77,97,4.51,PK,1681960620
573,miyaly,48.8844,53.7836,8.61,41,100,4.75,KZ,1681960620
574,martapura,-3.4167,114.85,31.05,70,40,1.03,ID,1681960620
575,aykhal,66.0,111.5,-8.35,86,98,2.67,RU,1681960621
576,shiyan,32.6475,110.7781,28.08,52,4,2.4,CN,1681960621
577,kirakira,-10.4544,161.9205,28.22,73,99,2.03,SB,1681960621
578,shache,38.4167,77.2406,12.06,30,98,7.6,CN,1681960621
579,lianjiang,21.6467,110.2817,31.35,63,42,2.25,CN,1681960621
580,novyy urengoy,66.0833,76.6333,-10.07,96,96,1.74,RU,1681960622
581,herat,34.5,62.0,10.03,40,0,1.67,AF,1681960622
582,acarau,-2.8856,-40.12,25.23,87,100,2.83,BR,1681960622
583,tadmur,34.5608,38.2805,18.31,57,37,2.73,SY,1681960622
584,kochubey,44.3861,46.5825,10.21,70,24,5.86,RU,1681960622
585,varzea da palma,-17.5981,-44.7308,21.8,86,95,0.86,BR,1681960623
586,bamyan,34.75,67.25,0.68,69,7,0.93,AF,1681960623
587,kokshetau,53.2775,69.3883,-2.82,100,75,2.0,KZ,1681960623
